title,studio,domestic_gross_x,foreign_gross,year,id,release_date,movie,production_budget,domestic_gross_y,worldwide_gross,release_year,profit,ROI,roi_percentage
Welcome to the Rileys,Gold.,159000.0,158000.0,2010,12,2010-10-29,Welcome to the Rileys,10000000,152857,355919,2010,-9644081,-0.9644081,-96.44081
"Lovely, Still",Mont.,128000.0,106000.0,2010,72,2010-09-10,"Lovely, Still",5000000,127564,282687,2010,-4717313,-0.9434626,-94.34626
The Eclipse,Magn.,133000.0,26400.0,2010,46,2010-03-26,The Eclipse,3000000,133411,133411,2010,-2866589,-0.9555296666666667,-95.55296666666668
George A. Romero's Survival of the Dead,Magn.,102000.0,41500.0,2010,72,2010-05-28,George A. Romero's Survival of the Dead,4200000,101740,101740,2010,-4098260,-0.9757761904761905,-97.57761904761905
Freakonomics,Magn.,101000.0,16400.0,2010,80,2010-10-01,Freakonomics,2900000,101270,172867,2010,-2727133,-0.9403906896551724,-94.03906896551723
Saint John of Las Vegas,IVP,103000.0,9100.0,2010,55,2010-01-29,Saint John of Las Vegas,2000000,102645,102645,2010,-1897355,-0.9486775,-94.86775
Transformers: Dark of the Moon,P/DW,352400000.0,771400000.0,2011,64,2011-06-29,Transformers: Dark of the Moon,195000000,352390543,1123790543,2011,928790543,4.763028425641026,476.3028425641026
Pirates of the Caribbean: On Stranger Tides,BV,241100000.0,804600000.0,2011,2,2011-05-20,Pirates of the Caribbean: On Stranger Tides,410600000,241063875,1045663875,2011,635063875,1.5466728567949342,154.6672856794934
Kung Fu Panda 2,P/DW,165200000.0,500400000.0,2011,74,2011-05-26,Kung Fu Panda 2,150000000,165249063,664837547,2011,514837547,3.4322503133333333,343.22503133333333
Fast Five,Uni.,209800000.0,416300000.0,2011,67,2011-04-29,Fast Five,125000000,210031325,630163454,2011,505163454,4.041307632,404.1307632
The Hangover Part II,WB,254500000.0,332300000.0,2011,39,2011-05-26,The Hangover Part II,80000000,254464305,586464305,2011,506464305,6.3308038125,633.08038125
The Smurfs,Sony,142600000.0,421100000.0,2011,20,2011-07-29,The Smurfs,110000000,142614158,563749323,2011,453749323,4.124993845454545,412.4993845454545
Cars 2,BV,191500000.0,370700000.0,2011,57,2011-06-24,Cars 2,200000000,191450875,560155383,2011,360155383,1.800776915,180.0776915
Puss in Boots,P/DW,149300000.0,405700000.0,2011,46,2011-10-28,Puss in Boots,130000000,149260504,554987477,2011,424987477,3.2691344384615384,326.9134438461538
Sherlock Holmes: A Game of Shadows,WB,186800000.0,358600000.0,2011,69,2011-12-16,Sherlock Holmes: A Game of Shadows,125000000,186848418,535663443,2011,410663443,3.285307544,328.53075440000003
Rio,Fox,143600000.0,341000000.0,2011,46,2011-04-15,Rio,90000000,143619809,487519809,2011,397519809,4.416886766666667,441.6886766666667
Rise of the Planet of the Apes,Fox,176800000.0,305000000.0,2011,31,2011-08-05,Rise of the Planet of the Apes,93000000,176760185,470986200,2011,377986200,4.064367741935484,406.43677419354833
Thor,Par.,181000000.0,268300000.0,2011,70,2011-05-06,Thor,150000000,181030624,449326618,2011,299326618,1.9955107866666666,199.55107866666665
The Adventures of Tintin,Par.,77600000.0,296400000.0,2011,52,2011-12-21,The Adventures of Tintin,130000000,77591831,373993951,2011,243993951,1.8768765461538461,187.68765461538462
Captain America: The First Avenger,Par.,176700000.0,193900000.0,2011,10,2011-07-22,Captain America: The First Avenger,140000000,176654505,370569776,2011,230569776,1.6469269714285715,164.69269714285716
X-Men: First Class,Fox,146400000.0,207200000.0,2011,42,2011-06-03,X-Men: First Class,160000000,146408305,355408305,2011,195408305,1.22130190625,122.13019062499998
Alvin and the Chipmunks: Chipwrecked,Fox,133100000.0,209600000.0,2011,49,2011-12-16,Alvin and the Chipmunks: Chipwrecked,80000000,133107389,349088523,2011,269088523,3.3636065375,336.36065375
Real Steel,BV,85500000.0,213800000.0,2011,31,2011-10-07,Real Steel,110000000,85463309,263880341,2011,153880341,1.398912190909091,139.8912190909091
Bridesmaids,Uni.,169100000.0,119300000.0,2011,85,2011-05-13,Bridesmaids,32500000,169211718,289632023,2011,257132023,7.911754553846154,791.1754553846154
Super 8,Par.,127000000.0,133100000.0,2011,93,2011-06-10,Super 8,50000000,127004179,257972745,2011,207972745,4.1594549,415.94549
Rango,Par.,123500000.0,122200000.0,2011,29,2011-03-04,Rango,135000000,123477607,245724600,2011,110724600,0.8201822222222223,82.01822222222222
The Green Hornet,Sony,98800000.0,129000000.0,2011,29,2011-01-14,The Green Hornet,110000000,98780042,229155503,2011,119155503,1.0832318454545455,108.32318454545455
Immortals,Rela.,83500000.0,143400000.0,2011,45,2011-11-11,Immortals,75000000,83504017,211562435,2011,136562435,1.8208324666666666,182.08324666666667
Green Lantern,WB,116600000.0,103300000.0,2011,62,2011-06-17,Green Lantern,200000000,116601172,219535492,2011,19535492,0.09767746,9.767745999999999
The Help,BV,169700000.0,46900000.0,2011,63,2011-08-10,The Help,25000000,169705587,213120004,2011,188120004,7.52480016,752.480016
Bad Teacher,Sony,100300000.0,115900000.0,2011,27,2011-06-24,Bad Teacher,19000000,100292856,215448997,2011,196448997,10.339420894736842,1033.942089473684
Just Go With It,Sony,103000000.0,111900000.0,2011,58,2011-02-11,Just Go With It,80000000,103028109,214974953,2011,134974953,1.6871869125,168.71869125
Battle: Los Angeles,Sony,83600000.0,128300000.0,2011,10,2011-03-11,Battle: Los Angeles,70000000,83552429,213463976,2011,143463976,2.0494853714285712,204.94853714285713
Horrible Bosses,WB (NL),117500000.0,92100000.0,2011,34,2011-07-08,Horrible Bosses,35000000,117538559,212417601,2011,177417601,5.069074314285714,506.90743142857144
Paranormal Activity 3,Par.,104000000.0,103000000.0,2011,51,2011-10-21,Paranormal Activity 3,5000000,104028807,207039844,2011,202039844,40.4079688,4040.79688
Gnomeo and Juliet,BV,100000000.0,94000000.0,2011,6,2011-02-11,Gnomeo and Juliet,36000000,99967670,193737977,2011,157737977,4.381610472222222,438.16104722222224
Hugo,Par.,73900000.0,111900000.0,2011,89,2011-11-23,Hugo,180000000,73864507,180047784,2011,47784,0.00026546666666666665,0.026546666666666666
Hop,Uni.,108100000.0,75900000.0,2011,27,2011-04-01,Hop,63000000,108085305,188657593,2011,125657593,1.9945649682539683,199.45649682539684
War Horse,BV,79900000.0,97700000.0,2011,12,2011-12-25,War Horse,70000000,79883359,156815529,2011,86815529,1.2402218428571428,124.02218428571427
The Descendants,FoxS,82600000.0,94700000.0,2011,5,2011-11-16,The Descendants,20000000,82624961,175507800,2011,155507800,7.77539,777.539
In Time,Fox,37500000.0,136400000.0,2011,74,2011-10-28,In Time,35000000,37553932,165103952,2011,130103952,3.7172557714285714,371.72557714285716
Zookeeper,Sony,80400000.0,89500000.0,2011,71,2011-07-08,Zookeeper,80000000,80360866,170805525,2011,90805525,1.1350690625,113.50690625
The Muppets,BV,88600000.0,76600000.0,2011,64,2011-11-23,The Muppets,45000000,88625922,160971922,2011,115971922,2.5771538222222223,257.7153822222222
Limitless,Rela.,79200000.0,82600000.0,2011,91,2011-03-18,Limitless,27000000,79249455,155564919,2011,128564919,4.761663666666666,476.16636666666665
Johnny English Reborn,Uni.,8300000.0,151800000.0,2011,19,2011-10-21,Johnny English Reborn,45000000,8406711,164640401,2011,119640401,2.6586755777777777,265.8675577777778
Final Destination 5,WB (NL),42600000.0,115300000.0,2011,49,2011-08-12,Final Destination 5,40000000,42587643,155011165,2011,115011165,2.875279125,287.5279125
Tower Heist,Uni.,78000000.0,74900000.0,2011,5,2011-11-04,Tower Heist,85000000,78046570,150422946,2011,65422946,0.7696817176470588,76.96817176470589
Midnight in Paris,SPC,56800000.0,94300000.0,2011,83,2011-05-20,Midnight in Paris,30000000,56816662,162502774,2011,132502774,4.416759133333334,441.67591333333337
Happy Feet Two,WB,64000000.0,86400000.0,2011,33,2011-11-18,Happy Feet Two,135000000,64006466,157956466,2011,22956466,0.1700478962962963,17.00478962962963
Jack and Jill,Sony,74200000.0,75500000.0,2011,11,2011-11-11,Jack and Jill,79000000,74158157,150519217,2011,71519217,0.9053065443037974,90.53065443037974
Friends with Benefits,SGem,55800000.0,93700000.0,2011,55,2011-07-22,Friends with Benefits,35000000,55802754,146595891,2011,111595891,3.1884540285714285,318.84540285714286
No Strings Attached,Par.,70700000.0,78600000.0,2011,84,2011-01-21,No Strings Attached,25000000,70662220,149228078,2011,124228078,4.96912312,496.912312
Arthur Christmas,Sony,46500000.0,101000000.0,2011,14,2011-11-23,Arthur Christmas,85000000,46462469,149717124,2011,64717124,0.7613779294117647,76.13779294117647
Source Code,Sum.,54700000.0,92600000.0,2011,96,2011-04-01,Source Code,32000000,54712227,140428499,2011,108428499,3.38839059375,338.83905937500003
Contagion,WB,75700000.0,59800000.0,2011,71,2011-09-09,Contagion,60000000,75658097,137551594,2011,77551594,1.2925265666666668,129.25265666666667
The Artist,Wein.,44700000.0,88800000.0,2011,34,2011-11-25,The Artist,16000000,44667095,128256712,2011,112256712,7.0160445,701.6044499999999
Unknown,WB,63700000.0,67099999.0,2011,21,2011-02-18,Unknown,40000000,63686397,136123083,2011,96123083,2.403077075,240.30770750000002
The Adjustment Bureau,Uni.,62500000.0,65400000.0,2011,81,2011-03-04,The Adjustment Bureau,50200000,62495645,126931325,2011,76731325,1.5285124501992031,152.8512450199203
We Bought a Zoo,Fox,75600000.0,44500000.0,2011,14,2011-12-23,We Bought a Zoo,50000000,75624550,118729073,2011,68729073,1.37458146,137.458146
Water for Elephants,Fox,58700000.0,58400000.0,2011,63,2011-04-22,Water for Elephants,38000000,58709717,116809717,2011,78809717,2.0739399210526317,207.39399210526318
Moneyball,Sony,75600000.0,34600000.0,2011,15,2011-09-23,Moneyball,50000000,75605492,111300835,2011,61300835,1.2260167,122.60167
Sanctum,Uni.,23200000.0,85400000.0,2011,45,2011-02-04,Sanctum,30000000,23209310,108957098,2011,78957098,2.631903266666667,263.1903266666667
Justin Bieber: Never Say Never,Par.,73000000.0,26000000.0,2011,48,2011-02-11,Justin Bieber: Never Say Never,13000000,73013910,99034125,2011,86034125,6.618009615384615,661.8009615384615
Paul,Uni.,37400000.0,60600000.0,2011,58,2011-03-18,Paul,40000000,37412945,101162106,2011,61162106,1.52905265,152.90526499999999
Scream 4,W/Dim.,38200000.0,59000000.0,2011,55,2011-04-15,Scream 4,40000000,38180928,95989590,2011,55989590,1.39973975,139.973975
Insidious,FD,54000000.0,43000000.0,2011,63,2011-04-01,Insidious,1500000,54009150,99870886,2011,98370886,65.58059066666667,6558.059066666667
The Rite,WB (NL),33000000.0,63000000.0,2011,100,2011-01-28,The Rite,37000000,33047633,97143987,2011,60143987,1.6255131621621621,162.5513162162162
Dolphin Tale,WB,72300000.0,23100000.0,2011,93,2011-09-23,Dolphin Tale,37000000,72286779,96068724,2011,59068724,1.596452,159.6452
Season of the Witch,Rela.,24800000.0,66800000.0,2011,89,2011-01-07,Season of the Witch,40000000,24827228,91126600,2011,51126600,1.278165,127.8165
Sucker Punch,WB,36400000.0,53400000.0,2011,62,2011-03-25,Sucker Punch,75000000,36392502,89758389,2011,14758389,0.19677852,19.677852
Red Riding Hood,WB,37700000.0,51500000.0,2011,55,2011-03-11,Red Riding Hood,42000000,37662162,91678442,2011,49678442,1.1828200476190476,118.28200476190476
Spy Kids: All the Time in the World,W/Dim.,38500000.0,47000000.0,2011,100,2011-08-19,Spy Kids: All the Time in the World,27000000,38536376,80681183,2011,53681183,1.988191962962963,198.8191962962963
J. Edgar,WB,37300000.0,47600000.0,2011,76,2011-11-09,J. Edgar,35000000,37306030,84606030,2011,49606030,1.4173151428571429,141.7315142857143
Hall Pass,WB (NL),45100000.0,38100000.0,2011,57,2011-02-25,Hall Pass,68000000,45060734,87173475,2011,19173475,0.2819628676470588,28.19628676470588
"Big Mommas: Like Father, Like Son",Fox,37900000.0,44800000.0,2011,1,2011-02-18,"Big Mommas: Like Father, Like Son",32000000,37915414,82332450,2011,50332450,1.5728890625,157.28890625
Abduction,LGF,28100000.0,54000000.0,2011,96,2011-09-23,Abduction,35000000,28087155,86648359,2011,51648359,1.4756674,147.56674
Priest,SGem,29100000.0,49200000.0,2011,29,2011-05-13,Priest,60000000,29136626,84154026,2011,24154026,0.4025671,40.25671
The Mechanic,CBS,29100000.0,47000000.0,2011,42,2011-01-28,The Mechanic,42500000,29121498,76347393,2011,33847393,0.7964092470588235,79.64092470588236
The Ides of March,Sony,41000000.0,35000000.0,2011,76,2011-10-07,The Ides of March,23000000,40962534,77735925,2011,54735925,2.3798228260869565,237.98228260869564
The Change-Up,Uni.,37100000.0,38400000.0,2011,72,2011-08-05,The Change-Up,52000000,37243418,75997067,2011,23997067,0.4614820576923077,46.14820576923077
The Lincoln Lawyer,LGF,58000000.0,17000000.0,2011,25,2011-03-18,The Lincoln Lawyer,40000000,58009200,87145086,2011,47145086,1.17862715,117.86271500000001
Diary of a Wimpy Kid: Rodrick Rules,Fox,52700000.0,19700000.0,2011,80,2011-03-25,Diary of a Wimpy Kid: Rodrick Rules,18000000,52698535,73695194,2011,55695194,3.0941774444444445,309.41774444444445
Larry Crowne,Uni.,35600000.0,36400000.0,2011,25,2011-07-01,Larry Crowne,30000000,35608245,61449135,2011,31449135,1.0483045,104.83045
The Dilemma,Uni.,48500000.0,21200000.0,2011,25,2011-01-14,The Dilemma,70000000,48475290,70546865,2011,546865,0.007812357142857143,0.7812357142857143
The Darkest Hour,Sum.,21400000.0,43200000.0,2011,58,2011-12-25,The Darkest Hour,34800000,21443494,62831715,2011,28031715,0.8055090517241379,80.55090517241379
Hanna,Focus,40300000.0,23500000.0,2011,14,2011-04-08,Hanna,30000000,40259119,65343694,2011,35343694,1.1781231333333333,117.81231333333334
Colombiana,TriS,36700000.0,24300000.0,2011,60,2011-08-26,Colombiana,40000000,36665854,72295262,2011,32295262,0.80738155,80.738155
Something Borrowed,WB,39000000.0,21100000.0,2011,72,2011-05-06,Something Borrowed,35000000,39046489,65084116,2011,30084116,0.8595461714285715,85.95461714285715
One Day,Focus,13800000.0,45500000.0,2011,84,2011-08-19,One Day,15000000,13843771,59168692,2011,44168692,2.9445794666666667,294.45794666666666
Killer Elite,ORF,25100000.0,31300000.0,2011,38,2011-09-23,Killer Elite,70000000,25124986,65409046,2011,-4590954,-0.06558505714285714,-6.558505714285714
The Tree of Life,FoxS,13300000.0,41000000.0,2011,24,2011-05-27,The Tree of Life,35000000,13305665,61721826,2011,26721826,0.7634807428571428,76.34807428571429
Winnie the Pooh,BV,26700000.0,23200000.0,2011,39,2011-07-15,Winnie the Pooh,30000000,26692846,50145607,2011,20145607,0.6715202333333333,67.15202333333333
Soul Surfer,TriS,43900000.0,3200000.0,2011,83,2011-04-08,Soul Surfer,18000000,43853424,47158652,2011,29158652,1.619925111111111,161.9925111111111
The Debt,Focus,31200000.0,14500000.0,2011,65,2011-08-31,The Debt,20000000,31177548,46604054,2011,26604054,1.3302027,133.02027
Beastly,CBS,27900000.0,15300000.0,2011,87,2011-03-04,Beastly,17000000,27865571,38028230,2011,21028230,1.236954705882353,123.6954705882353
30 Minutes or Less,Sony,37100000.0,3500000.0,2011,60,2011-08-12,30 Minutes or Less,28000000,37053924,40966716,2011,12966716,0.463097,46.3097
The Roommate,SGem,37300000.0,3200000.0,2011,39,2011-02-04,The Roommate,16000000,37300107,52545707,2011,36545707,2.2841066875,228.41066875
Shark Night 3D,Rela.,18900000.0,21300000.0,2011,52,2011-09-02,Shark Night 3D,25000000,18877153,18877153,2011,-6122847,-0.24491388,-24.491388
Monte Carlo,Fox,23200000.0,16500000.0,2011,84,2011-07-01,Monte Carlo,20000000,23186769,39686769,2011,19686769,0.98433845,98.43384499999999
50/50,Sum.,35000000.0,4200000.0,2011,73,2011-09-30,50/50,8000000,35016118,41334735,2011,33334735,4.166841875,416.6841875
Mars Needs Moms,BV,21400000.0,17600000.0,2011,94,2011-03-11,Mars Needs Moms,150000000,21392758,39549758,2011,-110450242,-0.7363349466666667,-73.63349466666666
Dream House,Uni.,21300000.0,17200000.0,2011,80,2011-09-30,Dream House,50000000,21302340,41642166,2011,-8357834,-0.16715668,-16.715668
Jumping the Broom,TriS,37300000.0,415000.0,2011,93,2011-05-06,Jumping the Broom,7000000,37295394,38158601,2011,31158601,4.4512287142857145,445.12287142857144
Don't Be Afraid of the Dark,FD,24000000.0,12900000.0,2011,43,2011-08-26,Don't Be Afraid of the Dark,25000000,24046682,39126427,2011,14126427,0.56505708,56.505708
A Very Harold & Kumar 3D Christmas,WB,35100000.0,326000.0,2011,53,2011-11-04,A Very Harold & Kumar 3D Christmas,20000000,35061031,36265745,2011,16265745,0.81328725,81.328725
My Week with Marilyn,Wein.,14600000.0,20500000.0,2011,22,2011-11-23,My Week with Marilyn,10000000,14597405,34240572,2011,24240572,2.4240572,242.40572
The Sitter,Fox,30400000.0,4500000.0,2011,32,2011-12-09,The Sitter,25000000,30542576,38749404,2011,13749404,0.54997616,54.99761600000001
I Don't Know How She Does It,Wein.,9700000.0,20900000.0,2011,58,2011-09-16,I Don't Know How She Does It,24000000,9659074,24474463,2011,474463,0.019769291666666668,1.9769291666666668
What's Your Number?,Fox,14000000.0,16399999.0,2011,24,2011-09-30,What's Your Number?,20000000,14011084,30163785,2011,10163785,0.50818925,50.81892500000001
Drive Angry,Sum.,10700000.0,18200000.0,2011,91,2011-02-25,Drive Angry,50000000,10721033,41042583,2011,-8957417,-0.17914834,-17.914834
A Dangerous Method,SPC,5700000.0,21800000.0,2011,69,2011-11-23,A Dangerous Method,20000000,5702083,14807531,2011,-5192469,-0.25962345,-25.962345
The Eagle,Focus,19500000.0,7600000.0,2011,50,2011-02-11,The Eagle,25000000,19490041,38993548,2011,13993548,0.55974192,55.974192
Apollo 18,W/Dim.,17700000.0,7900000.0,2011,94,2011-09-02,Apollo 18,5000000,17686929,26517819,2011,21517819,4.3035638,430.35638
Biutiful,RAtt.,5100000.0,20000000.0,2011,44,2011-01-28,Biutiful,35000000,5101237,24687524,2011,-10312476,-0.2946421714285714,-29.46421714285714
Your Highness,Uni.,21600000.0,3300000.0,2011,78,2011-04-08,Your Highness,50000000,21596445,26121638,2011,-23878362,-0.47756724,-47.756724
The Rum Diary,FD,13100000.0,10800000.0,2011,16,2011-10-28,The Rum Diary,45000000,13109815,21544732,2011,-23455268,-0.5212281777777777,-52.122817777777776
Warrior,LGF,13700000.0,9400000.0,2011,74,2011-09-09,Warrior,25000000,13657115,24215385,2011,-784615,-0.0313846,-3.13846
Young Adult,Par.,16300000.0,6600000.0,2011,94,2011-12-09,Young Adult,12000000,16311571,22750356,2011,10750356,0.895863,89.5863
The Guard,SPC,5400000.0,14200000.0,2011,54,2011-07-29,The Guard,6000000,5359774,21197454,2011,15197454,2.532909,253.29090000000002
Margin Call,RAtt.,5400000.0,14200000.0,2011,37,2011-10-21,Margin Call,3400000,5353586,20433227,2011,17033227,5.009772647058823,500.9772647058823
Shame,FoxS,3900000.0,13800000.0,2011,97,2011-12-02,Shame,6500000,4002293,20412841,2011,13912841,2.1404370769230767,214.04370769230766
The Last Godfather,RAtt.,164000.0,16600000.0,2011,41,2011-04-01,The Last Godfather,13400000,164247,164247,2011,-13235753,-0.9877427611940298,-98.77427611940298
Melancholia,Magn.,3000000.0,12900000.0,2011,62,2011-11-11,Melancholia,9400000,3030848,21817298,2011,12417298,1.3209891489361703,132.09891489361704
The Conspirator,RAtt.,11500000.0,3900000.0,2011,80,2011-04-15,The Conspirator,25000000,11538204,15907411,2011,-9092589,-0.36370356,-36.370356
Anonymous,Sony,4500000.0,10900000.0,2011,90,2011-10-28,Anonymous,27500000,4463292,15815509,2011,-11684491,-0.42489058181818185,-42.48905818181819
Beginners,Focus,5800000.0,8500000.0,2011,57,2011-06-03,Beginners,3200000,5790894,14314407,2011,11114407,3.4732521875,347.32521875
Snow Flower and the Secret Fan,FoxS,1300000.0,10000000.0,2011,70,2011-07-15,Snow Flower and the Secret Fan,6000000,1348205,11348205,2011,5348205,0.8913675,89.13674999999999
Le Havre,Jan.,612000.0,9900000.0,2011,29,2011-10-21,Le Havre,5500000,611709,13480196,2011,7980196,1.4509447272727272,145.09447272727272
Winter in Wartime,SPC,543000.0,8700000.0,2011,1,2011-03-18,Winter in Wartime,5800000,542860,9662214,2011,3862214,0.6658989655172414,66.58989655172414
The Big Year,Fox,7200000.0,244000.0,2011,74,2011-10-14,The Big Year,41000000,7204138,7684524,2011,-33315476,-0.8125725853658536,-81.25725853658537
The Beaver,Sum.,971000.0,6300000.0,2011,79,2011-05-06,The Beaver,21000000,970816,5046038,2011,-15953962,-0.7597124761904762,-75.97124761904762
Attack the Block,SGem,1000000.0,4800000.0,2011,7,2011-07-29,Attack the Block,13000000,1024175,6459183,2011,-6540817,-0.5031397692307692,-50.31397692307692
Dylan Dog: Dead of Night,OMNI/FSR,1200000.0,3400000.0,2011,90,2011-04-29,Dylan Dog: Dead of Night,20000000,1186538,6093725,2011,-13906275,-0.69531375,-69.531375
Like Crazy,ParV,3400000.0,336000.0,2011,74,2011-10-28,Like Crazy,250000,3395391,3728400,2011,3478400,13.9136,1391.3600000000001
Martha Marcy May Marlene,FoxS,3000000.0,548000.0,2011,42,2011-10-21,Martha Marcy May Marlene,1000000,2981038,5438911,2011,4438911,4.438911,443.8911
Machine Gun Preacher,Rela.,539000.0,2800000.0,2011,99,2011-09-23,Machine Gun Preacher,30000000,538690,3721988,2011,-26278012,-0.8759337333333334,-87.59337333333333
Take Shelter,SPC,1700000.0,1400000.0,2011,9,2011-09-30,Take Shelter,4750000,1728953,4972016,2011,222016,0.04674021052631579,4.674021052631579
Brighton Rock,IFC,230000.0,1600000.0,2011,11,2011-08-26,Brighton Rock,11000000,229653,229653,2011,-10770347,-0.9791224545454545,-97.91224545454546
Another Earth,FoxS,1300000.0,456000.0,2011,48,2011-07-22,Another Earth,175000,1321194,2102779,2011,1927779,11.01588,1101.588
Submarine,Wein.,468000.0,397000.0,2011,9,2011-06-03,Submarine,1900000,467602,4581937,2011,2681937,1.4115457894736843,141.15457894736844
Blackthorn,Magn.,201000.0,423000.0,2011,46,2011-10-07,Blackthorn,4500000,200558,1217307,2011,-3282693,-0.7294873333333334,-72.94873333333334
Another Happy Day,P4,8500.0,347000.0,2011,52,2011-11-18,Another Happy Day,4000000,9120,978527,2011,-3021473,-0.75536825,-75.536825
Skyfall,Sony,304400000.0,804200000.0,2012,52,2012-11-08,Skyfall,200000000,304360277,1110526981,2012,910526981,4.552634905,455.2634905
The Dark Knight Rises,WB,448100000.0,636800000.0,2012,11,2012-07-20,The Dark Knight Rises,275000000,448139099,1084439099,2012,809439099,2.9434149054545453,294.3414905454545
The Hobbit: An Unexpected Journey,WB (NL),303000000.0,718100000.0,2012,19,2012-12-14,The Hobbit: An Unexpected Journey,250000000,303003568,1017003568,2012,767003568,3.068014272,306.80142720000003
Ice Age: Continental Drift,Fox,161300000.0,715900000.0,2012,14,2012-07-13,Ice Age: Continental Drift,95000000,161321843,879765137,2012,784765137,8.26068565263158,826.068565263158
The Amazing Spider-Man,Sony,262000000.0,495900000.0,2012,31,2012-07-03,The Amazing Spider-Man,220000000,262030663,757890267,2012,537890267,2.444955759090909,244.4955759090909
Madagascar 3: Europe's Most Wanted,P/DW,216400000.0,530500000.0,2012,97,2012-06-08,Madagascar 3: Europe's Most Wanted,145000000,216391482,746921271,2012,601921271,4.151181179310345,415.1181179310345
The Hunger Games,LGF,408000000.0,286400000.0,2012,38,2012-03-23,The Hunger Games,80000000,408010692,677923379,2012,597923379,7.4740422375,747.40422375
Life of Pi,Fox,125000000.0,484000000.0,2012,88,2012-11-21,Life of Pi,120000000,124987022,620912003,2012,500912003,4.174266691666666,417.42666916666667
Ted,Uni.,218800000.0,330600000.0,2012,84,2012-06-29,Ted,50000000,218665740,556016627,2012,506016627,10.12033254,1012.0332539999999
Brave,BV,237300000.0,303200000.0,2012,77,2012-06-22,Brave,185000000,237282182,554606532,2012,369606532,1.997873145945946,199.7873145945946
Wreck-It Ralph,BV,189400000.0,281800000.0,2012,31,2012-11-02,Wreck-It Ralph,165000000,189412677,496511521,2012,331511521,2.0091607333333332,200.91607333333332
Django Unchained,Wein.,162800000.0,262600000.0,2012,69,2012-12-25,Django Unchained,100000000,162805434,449948323,2012,349948323,3.49948323,349.948323
Prometheus,Fox,126500000.0,276900000.0,2012,75,2012-06-08,Prometheus,125000000,126477084,402448265,2012,277448265,2.21958612,221.95861200000002
Snow White and the Huntsman,Uni.,155300000.0,241300000.0,2012,19,2012-06-01,Snow White and the Huntsman,170000000,155136755,401021746,2012,231021746,1.3589514470588235,135.89514470588236
Taken 2,Fox,139900000.0,236300000.0,2012,54,2012-10-05,Taken 2,45000000,139854287,377807404,2012,332807404,7.395720088888889,739.572008888889
Hotel Transylvania,Sony,148300000.0,210100000.0,2012,96,2012-09-28,Hotel Transylvania,85000000,148313048,378505812,2012,293505812,3.4530095529411766,345.30095529411767
Journey 2: The Mysterious Island,WB (NL),103900000.0,231400000.0,2012,10,2012-02-10,Journey 2: The Mysterious Island,79000000,103860290,318146162,2012,239146162,3.027166607594937,302.71666075949366
The Expendables 2,LGF,85000000.0,229900000.0,2012,81,2012-08-17,The Expendables 2,100000000,85028192,311979256,2012,211979256,2.11979256,211.979256
Rise of the Guardians,P/DW,103400000.0,203500000.0,2012,2,2012-11-21,Rise of the Guardians,145000000,103412758,306900902,2012,161900902,1.1165579448275862,111.65579448275862
Wrath of the Titans,WB,83700000.0,221600000.0,2012,87,2012-03-30,Wrath of the Titans,150000000,83670083,305270083,2012,155270083,1.0351338866666666,103.51338866666666
Battleship,Uni.,65400000.0,237600000.0,2012,32,2012-05-18,Battleship,220000000,65233400,313477717,2012,93477717,0.4248987136363636,42.48987136363636
John Carter,BV,73100000.0,211100000.0,2012,14,2012-03-09,John Carter,275000000,73058679,282778100,2012,7778100,0.028284,2.8284
The Bourne Legacy,Uni.,113200000.0,162900000.0,2012,76,2012-08-10,The Bourne Legacy,125000000,113203870,280355920,2012,155355920,1.24284736,124.28473600000001
Lincoln,BV,182200000.0,93100000.0,2012,73,2012-11-09,Lincoln,65000000,182207973,273346281,2012,208346281,3.2053274,320.53274
Dark Shadows,WB,79700000.0,165800000.0,2012,89,2012-05-11,Dark Shadows,150000000,79727149,238202668,2012,88202668,0.5880177866666667,58.80177866666667
Resident Evil: Retribution,SGem,42300000.0,197700000.0,2012,4,2012-09-14,Resident Evil: Retribution,65000000,42345531,240647629,2012,175647629,2.7022712153846156,270.2271215384616
Silver Linings Playbook,Wein.,132100000.0,104300000.0,2012,59,2012-11-16,Silver Linings Playbook,21000000,132092958,236412453,2012,215412453,10.257735857142857,1025.7735857142857
American Reunion,Uni.,57000000.0,178000000.0,2012,26,2012-04-06,American Reunion,50000000,56758835,236799211,2012,186799211,3.73598422,373.598422
Argo,WB,136000000.0,96300000.0,2012,27,2012-10-12,Argo,44500000,136025503,227140757,2012,182640757,4.104286674157303,410.42866741573033
Jack Reacher,Par.,80100000.0,138300000.0,2012,68,2012-12-21,Jack Reacher,60000000,80070736,217370736,2012,157370736,2.6228456,262.28456
Safe House,Uni.,126400000.0,81700000.0,2012,99,2012-02-10,Safe House,85000000,126181630,208542162,2012,123542162,1.4534372,145.34372
21 Jump Street,Sony,138400000.0,63100000.0,2012,44,2012-03-16,21 Jump Street,42000000,138447667,202812429,2012,160812429,3.8288673571428573,382.88673571428575
The Vow,SGem,125000000.0,71100000.0,2012,42,2012-02-10,The Vow,30000000,125014030,197618160,2012,167618160,5.587272,558.7271999999999
Mirror Mirror,Rela.,64900000.0,118100000.0,2012,7,2012-03-30,Mirror Mirror,85000000,64935167,173613482,2012,88613482,1.0425115529411764,104.25115529411764
